INPUT_TABLE
Variable ID
LN3_UnmgdCarbon

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,UnmanagedLandLeaf3,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age,min.veg.carbon.density,min.soil.carbon.density,Land_Type,AEZ,Cdensity_LT
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0.8,15.1,0.8,15.1,11,0,0,Grassland,AEZ16,Grassland
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0.7,15.5,0.7,15.5,10,0,0,Grassland,AEZ16,Grassland
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,1.4,13.1,1.4,13.1,18,0,0,Grassland,AEZ16,Grassland
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0.7,15.5,0.7,15.5,10,0,0,Grassland,AEZ16,Grassland
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0.7,15.4,0.7,15.4,10,0,0,Grassland,AEZ16,Grassland
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0.7,15.5,0.7,15.5,10,0,0,Grassland,AEZ16,Grassland
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0,0,0,0,0,0,0,Grassland,AEZ16,Grassland
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,GrasslandAEZ16,0.7,15.5,0.7,15.5,10,0,0,Grassland,AEZ16,Grassland
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,OtherArableLandAEZ16,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ16,Cropland
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ16,Shrubland
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,4.7,6.9,4.7,6.9,27,0,0,Shrubland,AEZ16,Shrubland
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,2.7,6.9,2.7,6.9,50,0,0,Shrubland,AEZ16,Shrubland
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,3.8,6.9,3.8,6.9,37,0,0,Shrubland,AEZ16,Shrubland
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,0,0,0,0,0,0,0,Shrubland,AEZ16,Shrubland
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,GrassShrubLandAEZ16,ShrublandAEZ16,3,6.9,3,6.9,47,0,0,Shrubland,AEZ16,Shrubland
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,9.7,19.9,9.7,19.9,50,0,0,UnmanagedForest,AEZ16,Forest
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,8.7,20.4,8.7,20.4,50,0,0,UnmanagedForest,AEZ16,Forest
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,8.2,19.8,8.2,19.8,50,0,0,UnmanagedForest,AEZ16,Forest
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,0,0,0,0,0,0,0,UnmanagedForest,AEZ16,Forest
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,10.7,16.9,10.7,16.9,50,0,0,UnmanagedForest,AEZ16,Forest
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,7.7,19.1,7.7,19.1,50,0,0,UnmanagedForest,AEZ16,Forest
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,13.3,14,13.3,14,44,0,0,UnmanagedForest,AEZ16,Forest
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,0,0,0,0,0,0,0,UnmanagedForest,AEZ16,Forest
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,0,0,0,0,0,0,0,UnmanagedForest,AEZ16,Forest
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,6.3,19.6,6.3,19.6,49,0,0,UnmanagedForest,AEZ16,Forest
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,13.4,12.3,13.4,12.3,40,0,0,UnmanagedForest,AEZ16,Forest
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,9,17.8,9,17.8,50,0,0,UnmanagedForest,AEZ16,Forest
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,0,0,0,0,0,0,0,UnmanagedForest,AEZ16,Forest
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,AllForestLandAEZ16,UnmanagedForestAEZ16,14.2,12.3,14.2,12.3,43,0,0,UnmanagedForest,AEZ16,Forest
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,1.8,12.5,1.8,12.5,21,0,0,Grassland,AEZ17,Grassland
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0.8,17,0.8,17,10,0,0,Grassland,AEZ17,Grassland
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0.8,17,0.8,17,10,0,0,Grassland,AEZ17,Grassland
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,GrasslandAEZ17,0,0,0,0,0,0,0,Grassland,AEZ17,Grassland
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,OtherArableLandAEZ17,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ17,Cropland
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ17,Shrubland
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,5.5,6.9,5.5,6.9,18,0,0,Shrubland,AEZ17,Shrubland
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,GrassShrubLandAEZ17,ShrublandAEZ17,0,0,0,0,0,0,0,Shrubland,AEZ17,Shrubland
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,11.6,12.9,11.6,12.9,50,0,0,UnmanagedForest,AEZ17,Forest
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,18.3,11.2,18.3,11.2,41,0,0,UnmanagedForest,AEZ17,Forest
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,5,20.6,5,20.6,50,0,0,UnmanagedForest,AEZ17,Forest
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,AllForestLandAEZ17,UnmanagedForestAEZ17,0,0,0,0,0,0,0,UnmanagedForest,AEZ17,Forest
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,1,18.5,1,18.5,10,0,0,Grassland,AEZ18,Grassland
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,GrasslandAEZ18,0,0,0,0,0,0,0,Grassland,AEZ18,Grassland
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,OtherArableLandAEZ18,0.3,12,0.3,12,1,0,0,OtherArableLand,AEZ18,Cropland
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,GrassShrubLandAEZ18,ShrublandAEZ18,0,0,0,0,0,0,0,Shrubland,AEZ18,Shrubland
