Sector 31: Annual Survey of Manufactures: Geographic Area Statistics: Statistics for All Manufacturing by State: 2009 and 2008,,,,
"NOTE: For information on confidentiality protection, sampling error, nonsampling error, and definitions, see Survey Methodology.  For information on the ASM industry groupings, see Comparability. Data in this table represent those available when this report was created. Data may not be available for all NAICS industries or geographies. Detail items may not add to total due to independent rounding.
",,,,
Geographic Area Name,NAICS-based code,Meaning of NAICS-based code,Year,"Total value of shipments ($1,000)"
West Virginia,3311,Iron & steel mills & ferroalloy mfg,2008,"1,260,159"
West Virginia,3313,Alumina & aluminum production & processing,2008,"1,473,401"
West Virginia,3314,Nonferrous metal (except aluminum) production & processing,2008,"994,183"
West Virginia,332,Fabricated metal product mfg,2008,"2,772,023"
West Virginia,3323,Architectural & structural metals mfg,2008,"306,303"
West Virginia,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"384,602"
West Virginia,3328,"Coating, engraving, heat treating, & allied activities",2008,"1,473,788"
West Virginia,333,Machinery mfg,2008,"589,585"
West Virginia,3331,"Agriculture, construction, & mining machinery mfg",2008,"371,492"
West Virginia,336,Transportation equipment mfg,2008,"2,656,113"
West Virginia,3363,Motor vehicle parts mfg,2008,D
West Virginia,3364,Aerospace product & parts mfg,2008,"776,164"
West Virginia,339,Miscellaneous mfg,2008,"424,313"
West Virginia,3391,Medical equipment & supplies mfg,2008,D
Wisconsin,31-33,Manufacturing,2008,"156,367,519"
Wisconsin,311,Food mfg,2008,"33,752,349"
Wisconsin,3111,Animal food mfg,2008,"1,715,399"
Wisconsin,3113,Sugar & confectionery product mfg,2008,"792,945"
Wisconsin,3114,Fruit & vegetable preserving & specialty food mfg,2008,"3,495,720"
Wisconsin,3115,Dairy product mfg,2008,"15,268,436"
Wisconsin,3116,Animal  slaughtering & processing,2008,"7,209,863"
Wisconsin,3118,Bakeries & tortilla mfg,2008,"767,914"
Wisconsin,3119,Other food mfg,2008,"3,327,225"
Wisconsin,312,Beverage & tobacco product mfg,2008,"1,421,616"
Wisconsin,3121,Beverage mfg,2008,"1,421,616"
Wisconsin,313,Textile mills,2008,"439,878"
Wisconsin,314,Textile product mills,2008,"167,744"
Wisconsin,316,Leather & allied product mfg,2008,"336,565"
Wisconsin,321,Wood product mfg,2008,"4,184,216"
Wisconsin,3211,Sawmills & wood preservation,2008,"602,554"
Wisconsin,3212,"Veneer, plywood, & engineered wood product mfg",2008,"577,659"
Wisconsin,3219,Other wood product mfg,2008,"3,004,004"
Wisconsin,322,Paper mfg,2008,"14,257,749"
Wisconsin,3221,"Pulp, paper, & paperboard mills",2008,"7,641,886"
Wisconsin,3222,Converted paper product mfg,2008,"6,615,863"
Wisconsin,323,Printing & related support activities,2008,"5,761,346"
Wisconsin,3231,Printing & related support activities,2008,"5,761,346"
Wisconsin,325,Chemical mfg,2008,"9,192,458"
Wisconsin,3251,Basic chemical mfg,2008,"1,969,857"
Wisconsin,3252,"Resin, syn rubber, & artificial syn fibers & filaments mfg",2008,"578,667"
Wisconsin,3254,Pharmaceutical & medicine mfg,2008,"660,379"
Wisconsin,3255,"Paint, coating, & adhesive mfg",2008,"898,207"
Wisconsin,3256,"Soap, cleaning compound, & toilet preparation mfg",2008,"4,282,997"
Wisconsin,3259,Other chemical product & preparation mfg,2008,"658,537"
Wisconsin,326,Plastics & rubber products mfg,2008,"7,515,138"
Wisconsin,3261,Plastics product mfg,2008,"7,035,789"
Wisconsin,3262,Rubber product mfg,2008,"479,350"
Wisconsin,327,Nonmetallic mineral product mfg,2008,"2,898,864"
Wisconsin,3272,Glass & glass product mfg,2008,"763,143"
Wisconsin,3273,Cement & concrete product mfg,2008,"920,252"
Wisconsin,3279,Other nonmetallic mineral product mfg,2008,"1,062,955"
Wisconsin,331,Primary metal mfg,2008,"5,704,531"
Wisconsin,3312,Steel product mfg from purchased steel,2008,"704,887"
Wisconsin,3313,Alumina & aluminum production & processing,2008,D
Wisconsin,3315,Foundries,2008,"3,494,032"
Wisconsin,332,Fabricated metal product mfg,2008,"14,541,703"
Wisconsin,3321,Forging & stamping,2008,"1,907,231"
Wisconsin,3322,Cutlery & handtool mfg,2008,"550,517"
Wisconsin,3323,Architectural & structural metals mfg,2008,"3,398,061"
Wisconsin,3324,"Boiler, tank, & shipping container mfg",2008,"1,544,094"
Wisconsin,3325,Hardware mfg,2008,"653,766"
Wisconsin,3326,Spring & wire product mfg,2008,"228,799"
Wisconsin,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",2008,"3,196,260"
Wisconsin,3328,"Coating, engraving, heat treating, & allied activities",2008,"797,464"
Wisconsin,3329,Other fabricated metal product mfg,2008,"2,265,511"
Wisconsin,333,Machinery mfg,2008,"19,550,985"
Wisconsin,3331,"Agriculture, construction, & mining machinery mfg",2008,"6,198,507"
Wisconsin,3332,Industrial machinery mfg,2008,"2,255,196"
Wisconsin,3333,Commercial & service industry machinery mfg,2008,"1,275,948"
Wisconsin,3334,"Ventilation, heating, AC, & commercial refrigeration equip mfg",2008,"1,537,764"
Wisconsin,3335,Metalworking machinery mfg,2008,"1,347,970"
Wisconsin,3336,"Engine, turbine, & power transmission equipment mfg",2008,"2,575,540"
Wisconsin,3339,Other general purpose machinery mfg,2008,"4,360,059"
Wisconsin,334,Computer & electronic product mfg,2008,"5,938,579"
Wisconsin,3341,Computer & peripheral equipment mfg,2008,D
Wisconsin,3344,Semiconductor & other electronic component mfg,2008,"1,748,599"
Wisconsin,3345,"Navigational, measuring, medical, & control instruments mfg",2008,"2,542,105"
Wisconsin,335,"Electrical equipment, appliance, & component mfg",2008,"8,724,824"
Wisconsin,3351,Electric lighting equipment mfg,2008,"274,198"
Wisconsin,3352,Household appliance mfg,2008,"1,557,374"
Wisconsin,3353,Electrical equipment mfg,2008,"5,584,958"
Wisconsin,3359,Other electrical equipment & component mfg,2008,"1,308,295"
Wisconsin,336,Transportation equipment mfg,2008,"14,646,965"
Wisconsin,3361,Motor vehicle mfg,2008,D
Wisconsin,3362,Motor vehicle body & trailer mfg,2008,"1,556,504"
Wisconsin,3363,Motor vehicle parts mfg,2008,"4,256,106"
Wisconsin,3366,Ship & boat building,2008,D
Wisconsin,3369,Other transportation equipment mfg,2008,"1,742,612"
Wisconsin,337,Furniture & related product mfg,2008,"3,293,271"
Wisconsin,3371,Household & institutional furniture & kitchen cabinet mfg,2008,"1,996,398"
Wisconsin,3372,Office furniture (including fixtures) mfg,2008,"988,455"
Wisconsin,3379,Other furniture related product mfg,2008,"308,419"
Wisconsin,339,Miscellaneous mfg,2008,"2,704,909"
Wisconsin,3391,Medical equipment & supplies mfg,2008,"814,103"
Wisconsin,3399,Other miscellaneous mfg,2008,"1,890,806"
Wyoming,31-33,Manufacturing,2008,"10,746,575"
Wyoming,324,Petroleum & coal products mfg,2008,"6,205,313"
Wyoming,3241,Petroleum & coal products mfg,2008,"6,205,313"
Wyoming,325,Chemical mfg,2008,D
Wyoming,3251,Basic chemical mfg,2008,"1,447,957"
Wyoming,333,Machinery mfg,2008,D
