# File: steel_prod_process.csv
# Title: Crude steel production by country and process
# Units: Thousand tonnes
# Description: National steel production by process (Blast Furnace and Electric Arc Furnace)
# Source: World Steel Association Statistical Year books
# Column types: cinnc
# ----------
country_name,year,BLASTFUR,EAF,unit_prod
Greece,2016,0,1158,thousand tons
Hungary,2016,1041,233,thousand tons
Italy,2016,5669,17704,thousand tons
Luxembourg,2016,0,2175,thousand tons
Netherlands,2016,6824,93,thousand tons
Poland,2016,5110,3891,thousand tons
Portugal,2016,0,2010,thousand tons
Romania,2016,2228,1046,thousand tons
Slovakia,2016,4506,302,thousand tons
Slovenia,2016,0,613,thousand tons
Spain,2016,4547,9069,thousand tons
Sweden,2016,3111,1506,thousand tons
United Kingdom,2016,6153,1482,thousand tons
Albania,2016,0,100,thousand tons
Bosnia and Herzegovina,2016,806,0,thousand tons
"Macedonia, the former Yugoslav Republic of",2016,0,169,thousand tons
Montenegro,2016,0,120,thousand tons
Norway,2016,0,620,thousand tons
Serbia,2016,1173,0,thousand tons
Switzerland,2016,0,1500,thousand tons
Turkey,2016,11317,21846,thousand tons
Azerbaijan,2016,0,180,thousand tons
Belarus,2016,0,2188,thousand tons
Kazakhstan,2016,4230,60,thousand tons
"Moldova, Republic of",2016,0,126,thousand tons
Russian Federation,2016,48650,21800,thousand tons
Ukraine,2016,22520,1700,thousand tons
Uzbekistan,2016,0,654,thousand tons
Canada,2016,7012,5634,thousand tons
Cuba,2016,0,244,thousand tons
El Salvador,2016,0,100,thousand tons
Guatemala,2016,0,314,thousand tons
Mexico,2016,4919,13904,thousand tons
Trinidad and Tobago,2016,0,36,thousand tons
United States of America,2016,25888,52587,thousand tons
Argentina,2016,2340,1787,thousand tons
Brazil,2016,24675,6600,thousand tons
Chile,2016,815,337,thousand tons
Colombia,2016,244,1028,thousand tons
Ecuador,2016,0,576,thousand tons
Paraguay,2016,35,0,thousand tons
Peru,2016,0,1168,thousand tons
Uruguay,2016,0,61,thousand tons
Venezuela,2016,0,553,thousand tons
Algeria,2016,650,0,thousand tons
"Congo, the Democratic Republic of the",2016,0,30,thousand tons
Egypt,2016,575,4460,thousand tons
Ghana,2016,0,25,thousand tons
Kenya,2016,0,20,thousand tons
Libyan Arab Jamahiriya,2016,0,492,thousand tons
Mauritania,2016,5,0,thousand tons
Morocco,2016,0,520,thousand tons
Nigeria,2016,0,100,thousand tons
South Africa,2016,3820,2322,thousand tons
Tunisia,2016,0,50,thousand tons
Uganda,2016,0,30,thousand tons
"Iran, Islamic Republic of",2016,2183,15712,thousand tons
Israel,2016,0,300,thousand tons
Jordan,2016,0,150,thousand tons
Oman,2016,0,2000,thousand tons
Qatar,2016,0,2521,thousand tons
Saudi Arabia,2016,0,5461,thousand tons
Syrian Arab Republic,2016,0,5,thousand tons
United Arab Emirates,2016,0,3149,thousand tons
Bangladesh,2016,0,100,thousand tons
China,2016,756681,50928,thousand tons
India,2016,40796,54737,thousand tons
Indonesia,2016,2907,1839,thousand tons
Japan,2016,81513,23262,thousand tons
"Korea, Republic of",2016,47521,21055,thousand tons
Malaysia,2016,0,2764,thousand tons
Mongolia,2016,0,50,thousand tons
Myanmar,2016,0,35,thousand tons
Pakistan,2016,0,3553,thousand tons
Philippines,2016,0,1075,thousand tons
Singapore,2016,0,520,thousand tons
Sri Lanka,2016,0,30,thousand tons
Taiwan,2016,13969,7782,thousand tons
Thailand,2016,0,3825,thousand tons
Viet Nam,2016,3124,4687,thousand tons
Australia,2016,3983,1276,thousand tons
New Zealand,2016,577,0,thousand tons
Austria,2017,7412,723,thousand tons
Belgium,2017,5360,2480,thousand tons
Bulgaria,2017,0,652,thousand tons
Croatia,2017,0,0,thousand tons
Czech Republic,2017,4306,244,thousand tons
Germany,2017,30290,13007,thousand tons
Finland,2017,2700,1300,thousand tons
France,2017,10664,4840,thousand tons
Greece,2017,0,1359,thousand tons
Hungary,2017,1602,298,thousand tons
Italy,2017,4732,19336,thousand tons
Luxembourg,2017,0,2172,thousand tons
Netherlands,2017,6781,0,thousand tons
Poland,2017,5706,4626,thousand tons
Portugal,2017,20,2056,thousand tons
Romania,2017,2330,1030,thousand tons
Slovakia,2017,4619,355,thousand tons
Slovenia,2017,0,648,thousand tons
Spain,2017,4830,9614,thousand tons
Sweden,2017,3078,1635,thousand tons
United Kingdom,2017,5997,1494,thousand tons
Bosnia and Herzegovina,2017,756,0,thousand tons
"Macedonia, the former Yugoslav Republic of",2017,0,273,thousand tons
Montenegro,2017,0,120,thousand tons
Norway,2017,0,603,thousand tons
Serbia,2017,1477,0,thousand tons
Switzerland,2017,0,1450,thousand tons
Turkey,2017,11561,25963,thousand tons
Azerbaijan,2017,0,180,thousand tons
Belarus,2017,0,2343,thousand tons
Kazakhstan,2017,4390,60,thousand tons
"Moldova, Republic of",2017,0,455,thousand tons
Russian Federation,2017,49490,22000,thousand tons
Ukraine,2017,19880,1445,thousand tons
Uzbekistan,2017,0,680,thousand tons
Canada,2017,7271,6342,thousand tons
Cuba,2017,0,221,thousand tons
El Salvador,2017,0,96,thousand tons
Guatemala,2017,0,294,thousand tons
Mexico,2017,4721,15203,thousand tons
United States of America,2017,25788,55824,thousand tons
Argentina,2017,2296,2328,thousand tons
Brazil,2017,27154,7211,thousand tons
Chile,2017,794,364,thousand tons
Colombia,2017,220,1035,thousand tons
Ecuador,2017,0,561,thousand tons
Paraguay,2017,24,0,thousand tons
Peru,2017,0,1207,thousand tons
Uruguay,2017,0,58,thousand tons
Venezuela,2017,0,444,thousand tons
Algeria,2017,650,0,thousand tons
"Congo, the Democratic Republic of the",2017,0,30,thousand tons
Egypt,2017,570,6300,thousand tons
Ghana,2017,0,25,thousand tons
Kenya,2017,0,20,thousand tons
Libyan Arab Jamahiriya,2017,0,422,thousand tons
Mauritania,2017,5,0,thousand tons
Morocco,2017,0,550,thousand tons
Nigeria,2017,0,100,thousand tons
South Africa,2017,3731,2570,thousand tons
Tunisia,2017,0,50,thousand tons
Uganda,2017,0,30,thousand tons
"Iran, Islamic Republic of",2017,2235,19000,thousand tons
Israel,2017,0,300,thousand tons
Jordan,2017,0,150,thousand tons
Oman,2017,0,2000,thousand tons
Qatar,2017,0,2644,thousand tons
Saudi Arabia,2017,0,4831,thousand tons
Syrian Arab Republic,2017,0,5,thousand tons
United Arab Emirates,2017,0,3309,thousand tons
Bangladesh,2017,0,100,thousand tons
China,2017,754225,77490,thousand tons
India,2017,43764,55253,thousand tons
Indonesia,2017,2922,2274,thousand tons
Japan,2017,79343,25318,thousand tons
"Korea, Republic of",2017,47676,23354,thousand tons
Malaysia,2017,0,3215,thousand tons
Mongolia,2017,0,50,thousand tons
Myanmar,2017,0,35,thousand tons
Pakistan,2017,0,4966,thousand tons
Philippines,2017,0,1378,thousand tons
Singapore,2017,0,596,thousand tons
Sri Lanka,2017,0,30,thousand tons
Taiwan,2017,13690,8748,thousand tons
Thailand,2017,0,4471,thousand tons
Viet Nam,2017,5163,6310,thousand tons
Australia,2017,4104,1224,thousand tons
New Zealand,2017,657,0,thousand tons
Austria,2018,6177,708,thousand tons
Belgium,2018,5300,2690,thousand tons
Bulgaria,2018,0,666,thousand tons
Croatia,2018,0,136,thousand tons
Czech Republic,2018,4619,245,thousand tons
Germany,2018,29732,12703,thousand tons
Finland,2018,2800,1350,thousand tons
France,2018,10524,4864,thousand tons
Greece,2018,0,1467,thousand tons
Hungary,2018,1659,329,thousand tons
Italy,2018,4520,19976,thousand tons
Luxembourg,2018,0,2228,thousand tons
Netherlands,2018,6813,0,thousand tons
Poland,2018,5392,4765,thousand tons
Portugal,2018,0,2215,thousand tons
Romania,2018,2175,1375,thousand tons
Slovakia,2018,4550,250,thousand tons
Slovenia,2018,0,654,thousand tons
Spain,2018,4911,9410,thousand tons
Sweden,2018,2829,1824,thousand tons
United Kingdom,2018,5651,1616,thousand tons
Bosnia and Herzegovina,2018,695,0,thousand tons
"Macedonia, the former Yugoslav Republic of",2018,0,266,thousand tons
Montenegro,2018,0,100,thousand tons
Norway,2018,0,575,thousand tons
Serbia,2018,1770,203,thousand tons
Switzerland,2018,0,1500,thousand tons
Turkey,2018,11513,25799,thousand tons
Azerbaijan,2018,0,200,thousand tons
Belarus,2018,0,2470,thousand tons
Kazakhstan,2018,3905,60,thousand tons
"Moldova, Republic of",2018,0,497,thousand tons
Russian Federation,2018,47940,24098,thousand tons
Ukraine,2018,19540,1571,thousand tons
Uzbekistan,2018,0,646,thousand tons
Canada,2018,8160,5280,thousand tons
Cuba,2018,0,225,thousand tons
El Salvador,2018,0,99,thousand tons
Guatemala,2018,0,300,thousand tons
Mexico,2018,4885,15319,thousand tons
United States of America,2018,27704,58903,thousand tons
Argentina,2018,2319,2843,thousand tons
Brazil,2018,27586,7820,thousand tons
Chile,2018,789,356,thousand tons
Colombia,2018,222,997,thousand tons
Ecuador,2018,0,583,thousand tons
Paraguay,2018,25,0,thousand tons
Peru,2018,0,1217,thousand tons
Uruguay,2018,0,60,thousand tons
Venezuela,2018,0,129,thousand tons
Algeria,2018,400,1900,thousand tons
"Congo, the Democratic Republic of the",2018,0,30,thousand tons
Egypt,2018,500,7305,thousand tons
Ghana,2018,0,25,thousand tons
Kenya,2018,0,20,thousand tons
Libyan Arab Jamahiriya,2018,0,396,thousand tons
Mauritania,2018,5,0,thousand tons
Morocco,2018,0,520,thousand tons
Nigeria,2018,0,100,thousand tons
South Africa,2018,3899,2428,thousand tons
Tunisia,2018,0,50,thousand tons
Uganda,2018,0,30,thousand tons
Bahrain,2018,0,720,thousand tons
"Iran, Islamic Republic of",2018,2255,22265,thousand tons
Israel,2018,0,300,thousand tons
Jordan,2018,0,350,thousand tons
Kuwait,2018,0,1300,thousand tons
Oman,2018,0,2000,thousand tons
Qatar,2018,0,2575,thousand tons
Saudi Arabia,2018,0,8187,thousand tons
Syrian Arab Republic,2018,0,5,thousand tons
United Arab Emirates,2018,0,3247,thousand tons
Bangladesh,2018,0,3800,thousand tons
China,2018,830100,98000,thousand tons
India,2018,49038,60234,thousand tons
Indonesia,2018,3009,3174,thousand tons
Japan,2018,78230,26088,thousand tons
"Korea, Republic of",2018,48281,24183,thousand tons
Malaysia,2018,850,3250,thousand tons
Mongolia,2018,0,50,thousand tons
Myanmar,2018,0,300,thousand tons
Pakistan,2018,0,4719,thousand tons
Philippines,2018,0,1475,thousand tons
Singapore,2018,0,618,thousand tons
Sri Lanka,2018,0,30,thousand tons
Taiwan,2018,14063,9177,thousand tons
Thailand,2018,0,6403,thousand tons
Viet Nam,2018,9471,6000,thousand tons
Australia,2018,4228,1461,thousand tons
New Zealand,2018,652,0,thousand tons
Austria,2019,6714,709,thousand tons
Belgium,2019,5240,2520,thousand tons
Bulgaria,2019,0,566,thousand tons
Croatia,2019,0,69,thousand tons
Czech Republic,2019,4203,234,thousand tons
Germany,2019,27722,11905,thousand tons
Finland,2019,2320,1155,thousand tons
France,2019,10061,4388,thousand tons
Greece,2019,0,1350,thousand tons
Hungary,2019,1418,352,thousand tons
Italy,2019,4207,19030,thousand tons
Luxembourg,2019,0,2119,thousand tons
Netherlands,2019,6657,0,thousand tons
Poland,2019,4920,4037,thousand tons
Portugal,2019,0,2033,thousand tons
Romania,2019,2330,1115,thousand tons
Slovakia,2019,3350,250,thousand tons
Slovenia,2019,0,623,thousand tons
Spain,2019,4240,9348,thousand tons
Sweden,2019,3124,1596,thousand tons
United Kingdom,2019,5687,1531,thousand tons
Bosnia and Herzegovina,2019,801,0,thousand tons
"Macedonia, the former Yugoslav Republic of",2019,0,239,thousand tons
Montenegro,2019,0,75,thousand tons
Norway,2019,0,621,thousand tons
Serbia,2019,1756,174,thousand tons
Switzerland,2019,0,1500,thousand tons
Turkey,2019,10859,22884,thousand tons
Azerbaijan,2019,0,200,thousand tons
Belarus,2019,0,2621,thousand tons
Kazakhstan,2019,4074,60,thousand tons
"Moldova, Republic of",2019,0,392,thousand tons
Russian Federation,2019,47580,24150,thousand tons
Ukraine,2019,19642,1203,thousand tons
Uzbekistan,2019,0,666,thousand tons
Canada,2019,7820,5080,thousand tons
Cuba,2019,0,230,thousand tons
El Salvador,2019,0,102,thousand tons
Guatemala,2019,0,306,thousand tons
Mexico,2019,4242,14145,thousand tons
United States of America,2019,26590,61171,thousand tons
Argentina,2019,2115,2529,thousand tons
Brazil,2019,25297,7272,thousand tons
Chile,2019,724,409,thousand tons
Colombia,2019,224,1109,thousand tons
Ecuador,2019,0,607,thousand tons
Paraguay,2019,26,0,thousand tons
Peru,2019,0,1230,thousand tons
Uruguay,2019,0,62,thousand tons
Venezuela,2019,0,51,thousand tons
Algeria,2019,400,2000,thousand tons
"Congo, the Democratic Republic of the",2019,0,30,thousand tons
Egypt,2019,184,7073,thousand tons
Ghana,2019,0,25,thousand tons
Kenya,2019,0,20,thousand tons
Libyan Arab Jamahiriya,2019,0,606,thousand tons
Mauritania,2019,5,0,thousand tons
Morocco,2019,0,500,thousand tons
Nigeria,2019,0,100,thousand tons
South Africa,2019,3330,2822,thousand tons
Tunisia,2019,0,50,thousand tons
Uganda,2019,0,30,thousand tons
Bahrain,2019,0,700,thousand tons
"Iran, Islamic Republic of",2019,2535,23075,thousand tons
Israel,2019,0,300,thousand tons
Jordan,2019,0,350,thousand tons
Kuwait,2019,0,1270,thousand tons
Oman,2019,0,2000,thousand tons
Qatar,2019,0,2558,thousand tons
Saudi Arabia,2019,0,8191,thousand tons
Syrian Arab Republic,2019,0,5,thousand tons
United Arab Emirates,2019,0,3327,thousand tons
Bangladesh,2019,0,5100,thousand tons
China,2019,893300,103200,thousand tons
India,2019,48680,62678,thousand tons
Indonesia,2019,3190,4593,thousand tons
Japan,2019,74983,24301,thousand tons
"Korea, Republic of",2019,48716,22696,thousand tons
Malaysia,2019,720,6100,thousand tons
Mongolia,2019,0,50,thousand tons
Myanmar,2019,0,350,thousand tons
Pakistan,2019,0,3304,thousand tons
Philippines,2019,0,1915,thousand tons
Singapore,2019,0,766,thousand tons
Sri Lanka,2019,0,30,thousand tons
Taiwan,2019,13587,8367,thousand tons
Thailand,2019,0,4246,thousand tons
Viet Nam,2019,12544,4925,thousand tons
Australia,2019,4023,1470,thousand tons
New Zealand,2019,667,0,thousand tons
