PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,FKHTBTU8 ,FKCLBTU8 ,FKWTBTU8 ,FKCKBTU8 ,FKMSBTU8 ,DHHTBTU8 ,DHCLBTU8 ,DHWTBTU8 ,DHCKBTU8 ,DHMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
3629,2,4,3600,2,7,91,1,2,2,2,2,2,2447.55,17,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3630,1,2,18000,4,7,2,1,1,2,2,2,2,406.42,7,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3632,3,7,7500,3,7,2,1,2,2,2,2,2,1589.69,35,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3633,2,4,74000,6,1,15,1,1,2,2,2,2,510.58,17,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3634,2,4,5100,3,3,14,1,1,2,2,2,2,2447.55,19,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3635,1,2,68000,6,3,14,1,1,2,2,2,2,132.45,8,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3636,1,1,2400,2,3,6,1,2,2,2,2,2,2739.65,1,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3638,4,9,800000,9,6,2,1,2,1,2,2,2,28.58,76,2,0,0,0,0,7628,                  ,                  ,                  ,                  ,                  
3640,3,6,12000,4,2,14,1,1,2,2,2,2,1769.43,29,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3641,4,8,13250,4,7,14,1,1,2,2,2,2,708.87,37,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3642,2,3,164000,7,5,18,1,1,1,2,2,2,119.39,15,1,0,0,0,0,18030,                  ,                  ,                  ,                  ,                  
3643,2,3,35000,5,2,5,1,1,2,2,2,2,790.94,11,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3644,2,3,79000,6,3,14,1,1,2,2,2,2,317.92,12,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3648,4,9,8500,3,4,12,1,1,2,2,2,2,1926.09,41,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3649,1,2,4800,2,5,13,1,1,2,2,2,2,2739.65,7,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3650,2,4,68000,6,8,14,1,1,2,2,2,2,214.9,20,1,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3652,3,7,36500,5,4,18,1,1,2,2,2,2,364.2,35,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3653,4,9,2000,2,7,5,1,2,2,2,2,2,3065.16,43,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
3654,2,3,54000,6,5,14,1,1,2,2,2,2,402.35,11,2,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  ,                  
